,Category,Message,Length
4720,0,aiyo lesson earli still sleepin haha oki u go home liao den confirm w lor,102
4721,0,forgot tell smth like number section clearer,77
4722,0,yup anyth lor u dun wan ok,42
4723,0,home love still awak love kiss,59
4724,0,hello peach cake tast lush,32
4725,1,free game get rayman golf free game arcad st get ur game set repli post save activ press key arcad termsappli,153
4726,0,minor shindig place later tonight interest,70
4727,0,jason say cool pick place like hour,70
4728,1,mobil mth updat latest camera video phone free keep ur number get extra free min text text ye call,143
4729,0,career tel ad u contact indyarock com send free sm remov phonebook sm lt gt,124
4730,0,reach alreadi,21
4731,0,dont know ask brother noth problem thing told,77
4732,0,k eng rock ash,25
4733,0,wat time r go xin hostel,35
4734,0,good morn dear shijutta great amp success day,75
4735,1,buy space invad chanc win orig arcad game consol press game arcad std wap charg see co uk game term set purchas,154
4736,0,oh k placement ah,36
4737,0,possess especi first offens,48
4738,0,nt drive even mani reason call bbd tht chikku hw abt dvg cold heard tht vinobanagar violenc hw condit hw ru problem,175
4739,0,bought test yesterday someth let know exact day u ovul get u wk pl pl dont fret know u r worri pl relax also anyth ur past histori u need tell,237
4740,0,pizza u want,23
4741,0,keep see weird shit bein woah realis actual reason oh,101
4742,0,mani happi return day wish happi birthday,62
4743,0,ya nice readi thursday,37
4744,0,hospit da return home even,52
4745,0,think u x,18
4746,1,camera award sipix digit camera call fromm landlin deliveri within day,106
4747,0,orh tot u say still dun believ,42
4748,0,put sign choos number pin show right,79
4749,0,beauti life next second hide thousand secret wish everi second wonder ur life gud n,133
4750,0,thanx u darlin im cool thanx bday drink nite morrow take care c u soon xxx,91
4751,0,still mayb leav credit card get ga get back like told,99
4752,1,weekli cool mob tone readi download week new tone includ crazi frog axel f akon lone black eye dont p info n,160
4753,0,well boy glad g wast night applebe noth,62
4754,1,cashbin co uk get lot cash weekend www cashbin co uk dear welcom weekend got biggest best ever cash give away,155
4755,0,ok lor u wan go look u,34
4756,0,u wan haf lunch da canteen,40
4757,0,make life stressful alway find time laugh may add year life sure add life ur year gud ni swt dream,157
4758,0,hey look like wrong one kappa guy number still phone want text see around,133
4759,1,urgent mobil number award prize guarante call land line claim valid hr ppm,143
4760,1,thank continu support question week enter u draw cash name new us presid txt an,138
4761,0,home doc gave pain med say everyth fine,56
4762,0,ard rest ard least price bedrm,89
4763,0,love night xxx,31
4764,0,prepar pleasur,26
4765,0,hi technic support provid assist us custom call email,83
4766,0,text way cup stop work bu,76
4767,0,when radio show,22
4768,1,uniqu user id remov send stop custom servic,89
4769,0,sure still avail though,42
4770,0,watev relat u built di world thing remain atlast iz lonlin lotz n lot memori feel,120
4771,0,cheer lou yeah goodnit shame u neva came c ya gailxx,62
4772,0,hi got money da,24
4773,0,hi mobil lt gt ad contact list www fullonsm com great place send free sm peopl visit fullonsm com,158
4774,0,ok u tell wat time u come later lor,46
4775,0,u repeat e instruct wat e road name ur hous,61
4776,0,mani peopl seem special first sight remain special till last sight maintain till life end sh ja,156
4777,0,quit lor dun tell wait get complac,53
4778,0,sorri complet forgot pop em round week still,73
4779,0,u r beauti girl ive ever seen u r babi come c common room,87
4780,0,cant see join deni mina deni want alon time,74
4781,0,sen told go join uncl financ cbe,58
4782,0,yup hey one day fri ask miwa jiayin take leav go karaok,79
4783,0,call senthil hsbc,32
4784,0,especi sinc talk boston person statement lol woulda chang realiz said nyc say boston,147
4785,0,inde way either,51
4786,1,urgent call landlin complimentari ibiza holiday cash await collect sae cs po box sk wp ppm,146
4787,0,holi live christ take long,45
4788,0,thk wat eat tonight,28
4789,0,thanx yup come back sun finish dinner go back hotel time fli tog exactli mth today hope haf mani mth come,157
4790,0,opposit side drop,56
4791,0,yup izzit still rain heavili co e mrt c outsid,68
4792,0,send resum,22
4793,0,gd luck ur exam,22
4794,0,u ask next sat make ok lor,84
4795,0,sorri uncl keep touch,43
4796,0,saw guy doll last night patrick swayz great,62
4797,1,urgent nd attempt contact u prize yesterday still await collect claim call,135
4798,1,santa call would littl one like call santa xma eve call book time call ppm last min c www santacal com,158
4799,0,come home want u miser,46
4800,0,dont know get messag,47
4801,0,cool tyler take gonna buy drop place later tonight total order quarter got enough,151
4802,0,guy car shop flirt got phone number paperwork call text nervou cours may address call boss tell know may get fire,240
4803,0,revers cheat mathemat,45
4804,0,plan manag,30
4805,0,er hello thing quit go plan limp slowli home follow aa exhaust hang,110
4806,0,sorri delay ye master,32
4807,0,call u finish come n pick u,43
4808,1,privat account statement show unredeem bonu point claim call identifi code expir,153
4809,0,oga left phone home saw ur messag hope good great weekend,110
4810,0,worri though understand import put place poorli thought punish face worst thing ever happen brb gonna go kill,201
4811,0,honey pl find much sell predict nigeria mani time use import repli monday,151
4812,0,e admin build might b slightli earlier call u reach,86
4813,0,fyi usf swing room whenev,46
4814,0,call lt gt min that ok,41
4815,0,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear,84
4816,0,home work meh,27
4817,0,anyth valuabl situat first get second loos,98
4818,0,mark take forev pick prescript pain come back,86
4819,0,ur paper,15
4820,0,got smaller capac one quit ex,37
4821,1,check choos babe video sm shsex netun fgkslpopw fgkslpo,69
4822,0,im good think,42
4823,1,u r winner u ave special select receiv cash holiday flight inc speak live oper claim p min,151
4824,0,,7
4825,0,thought bout drink tap spile seven pub ga st broad st canal ok,111
4826,0,go sleep tire travel,42
4827,0,haha thinkin,29
4828,0,yup give problem mayb ju leav,68
4829,0,lol tri make day littl interest,62
4830,0,long get repli defer admiss til next semest,69
4831,0,word checkmat chess come persian phrase shah maat mean king dead goodmorn good day,139
4832,0,po de need job aha,38
4833,0,rat hey u ever vote next theme,46
4834,1,new mobil must go txt nokia collect today www tc biz optout gbp mtmsg txtauction,152
4835,0,hope pee burn tonit,29
4836,0,oh rite well im best mate pete went week geva longer week,121
4837,0,yay wait parti togeth,33
4838,0,photoshop make comput shut,42
4839,0,boy made fun today ok problem sent one messag fun,89
4840,0,one issu california okay snow manag,74
4841,1,privat account statement show un redeem point call identifi code expir,135
4842,0,hmmm mayb tri e shoppin area one forgot e name hotel,71
4843,0,awesom gonna soon later tonight,45
4844,0,need detail onlin job,37
4845,1,valu vodafon custom comput pick win prize collect easi call,134
4846,0,miss pray inshah allah,33
4847,0,pl help tell ashley cant find number oh,54
4848,0,escap theatr go watch kavalan minut,69
4849,0,increas chanc win,43
4850,0,either way work lt gt year old hope doesnt bother,81
4851,0,mayb find someth els instead,53
4852,0,gain right wife dont demand tri husband let see,76
4853,0,like new hous,22
4854,0,fine hope also,27
4855,0,also north carolina texa atm would go gre site pay test result sent,109
4856,0,u,12
4857,0,ye babi need stretch open pussi,44
4858,0,thank bomb date phone want say,57
4859,0,ok,5
4860,0,hey guy know breath neck get bud anyway abl get half track usf tonight,121
4861,0,respons one power weapon occupi place other heart alway give respons care u gud night swt dream take care,152
4862,0,nokia phone lovli,22
4863,1,free messag thank use auction subscript servic p msgrcvd skip auction txt unsubscrib txt stop customercar,159
4864,1,bore housew chat n date bt nation rate p min landlin,95
4865,0,sorri da today wont come play drive cla,58
4866,0,realli sorri lit hair fire,40
4867,0,oh shit thought trip loooooool make much sens grin sofa refer sleep couch link sent went trip oh babe go celebr rent,297
4868,0,okey dokey swashbuckl stuff oh,39
4869,0,watch cartoon listen music amp eve go templ amp church u,92
4870,0,tension face smile face wast face innoc face terror face cruel face romant face lovabl face decent face lt gt joker face,158
4871,0,dip cell dead come u better respond els shall come back,82
4872,0,well know mean text,35
4873,0,hi di yiju would happi work wif gek,65
4874,0,lol oop sorri fun,26
4875,0,wat happen cruis thing,32
4876,0,know dat feelin pete wuld get em nuther place nuther time mayb,85
4877,1,lyricalladi f invit friend repli ye see www sm ac u hmmross stop send stop frnd,137
4878,0,world happiest frnd never charact dey best understand differ,126
4879,1,polyphon tone ur mob everi week txt pt st tone free get txtin tell ur friend p tone repli hl info,147
4880,0,yeah open chat click friend list make list easi pie,75
4881,0,alright tyler got minor crisi home sooner thought asap,92
4882,0,pick,27
4883,0,usual u call ard smth,35
4884,0,new theori argument win situat lose person dont argu ur friend kick amp say alway correct,145
4885,0,mani thing antibiot use chest abdomen gyna infect even bone infect,113
4886,0,poor girl go one day lmao,31
4887,0,time,22
4888,1,today vodafon number end select receiv award number match call receiv award,148
4889,0,pl make note expos also find school anyon els vomit dog cat hous let know later,166
4890,0,japanes proverb one u none u must indian version one let none leav final kerala version one stop none make strike,276
4891,0,sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath,171
4892,0,wors use half way stop better complet,76
4893,0,miser tell u side effect birth control massiv gut wrench cramp first month sleep last night,158
4894,0,send new number,22
4895,0,convey regard,24
4896,1,want latest video handset anytim network min half price line rental repli call deliveri tomorrow,132
4897,0,half year miss friendship,44
4898,0,cant pick phone right pl send messag,51
4899,0,oh fuck sake like tallahasse,44
4900,0,haha first person gonna ask,47
4901,1,ou guarante latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd,145
4902,0,taka lor wat time u wan come n look us,44
4903,1,free polyphon rington text super get free poli tone week sn pobox nr zs subscript pw,134
4904,0,reach anoth stop,32
4905,0,mean post wrote like mani time ritten stuff let sit feel time angri left hit send stop check phone got car said sleep bore time clean fold laundri etc least make bed,415
4906,1,warner villag c colin farrel swat wkend warner villag get free med popcorn show msg ticket kiosk valid c c kiosk repli soni mre film offer,181
4907,0,come onlin today night,32
4908,0,anyth special,22
4909,0,solihul want anyth,40
4910,0,good day,24
4911,0,regret inform u nh made mistak u never actual born pleas report yor local hospit b termin r sorri inconveni,160
4912,0,love holiday monday feel even go dentist hour,80
4913,0,way tirupur,27
4914,1,goal arsen henri v liverpool henri score simpl shot yard pass bergkamp give arsen goal margin min,155
4915,0,alreadi got flaki parent snot suppos child job support parent ride age anyway suppos support hurt unintent hurt nonetheless,237
4916,0,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow,133
4917,0,drop em omw back,33
4918,1,nd time tri contact u u pound prize claim easi call p per min bt nation rate,153
4919,0,sit mu wait everyon get suit take shower,80
4920,0,call see facebook huh,45
4921,0,g say never answer text confirm deni,48
4922,0,common hearin r u wat r u ur day let ask u someth differ u smile today gud evng,148
